Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating
Koshys Hospital ( Bangalore),BANGALORE,KARNATAKA,4.1,2374.0,"2MCG+7C Bengaluru, Karnataka",13.0206875,77.6734929,3.081502701175002
Leela Hospital And Diagnostic Center,Bangalore,KARNATAKA,3.7,7.0,"2H29+3Q Bengaluru, Karnataka",13.0001875,77.5668679,0.6919918661076647
Leena Multispeciality Hospital,BANGALORE,KARNATAKA,3.9,183.0,"6PV7+37 Devanahalli, Southegowdanahalli, Karnataka",13.2426875,77.7106179,1.9418176710011466
Maharaja Agrasen Hospital Banglore,BANGALORE,KARNATAKA,4.1,778.0,"WH84+92 Padmanabhanagar, Bengaluru, Karnataka",12.9159375,77.5524929,2.6297380484948873
"Maiya Multyspeciality Hospital (Bangalore 
)",Bangalore,KARNATAKA,4.3,369.0,"WHVP+26 Bengaluru, Karnataka",12.9425625,77.5829929,2.44491964519308
Mamatha Hospital,Bangalore,KARNATAKA,3.0,85.0,"WHCR+5W Bengaluru, Karnataka",12.9204375,77.5897429,1.2523541537640583
Manasa Hospital(Gauribidanur),Bangalore,KARNATAKA,3.3,100.0,"JG47+FP Gauribidanur, Karnataka",13.6061875,77.5117429,1.4368832828936327
Dr Malathi Manipal Hospital,BANGALORE,KARNATAKA,4.7,9587.0,"WH8R+VP Bengaluru, Karnataka",12.9171875,77.5892429,4.1907963799903705
Manipal Hospital North Side,BANGALORE,KARNATAKA,4.6,1786.0,"2H27+CH Bengaluru, Karnataka",13.0010625,77.5613679,3.336311348202628
Manipal Hospital Pvt Ltd - Whitefield,BANGALORE,KARNATAKA,4.6,18995.0,"XP5W+75 Bengaluru, Karnataka",12.9581875,77.7428679,4.411049188319927
Mathru Hospital,Bangalore,KARNATAKA,4.3,281.0,"VGMW+3G Bengaluru, Karnataka",12.8826875,77.5437429,2.329482420919054
Medcare Hospital,BANGALORE,KARNATAKA,4.0,132.0,"XH3F+6M Bengaluru, Karnataka",12.9530625,77.5716179,1.8650297393790818
Mediscope Hospital,BANGALORE,KARNATAKA,4.4,662.0,"2J68+FF Bengaluru, Karnataka",13.0111875,77.6136179,2.757046754680391
Medsol Hospital,BANGALORE,KARNATAKA,4.1,228.5,"WJC8+3G Bengaluru, Karnataka",12.9201875,77.6137429,2.134461682575174
Medstar Speciality Hospital,BANGALORE,KARNATAKA,4.4,1315.0,"3H5P+6F Bengaluru, Karnataka",13.0580625,77.5836179,3.0552162070541806
Meenakshi Hospital(Ban),BANGALORE,KARNATAKA,4.4,1160.0,"WHFC+JF Bengaluru, Karnataka",12.9240625,77.5686179,3.0007144704012734
Motherhood Hospital,BANGALORE,KARNATAKA,4.9,112.0,"3J7X+J5 Bengaluru, Karnataka",13.0640625,77.6453679,2.2211484291191046
"Nagappa Hadli Hospital (Mutli Speciality 
Hospital)",Bangalore,KARNATAKA,4.3,283.0,"3GMX+6F Bengaluru, Karnataka",13.0830625,77.5461179,2.3324861999285407
Nano Hospitals,BANGALORE,KARNATAKA,4.2,1759.0,"VJJ6+93 Bengaluru, Karnataka",12.8809375,77.6076179,3.0339191771009926
Narayana Multispeciality Hospital,BANGALORE,KARNATAKA,4.5,11764.0,"WJ5V+6C Bengaluru, Karnataka",12.9080625,77.6409929,4.1005630345547885
"Narayana Super Speciality Hospital 
(Banglore)",Bangalore,KARNATAKA,4.1,943.0,"2H59+99 Bengaluru, Karnataka",13.0084375,77.5658679,2.7075953878899095
"Navachethana Hospital(A Unit Of Pan 
Asia Hospital Pvt.Ltd)",BANGALORE,KARNATAKA,3.9,1176.0,"4H3M+GF Bengaluru, Karnataka",13.1038125,77.5811179,2.6572148212304234
Nayak Hospital,BANGALORE,KARNATAKA,3.0,57.0,"XHX6+P7 Bengaluru, Karnataka",12.9993125,77.5581179,1.135547894575943
"Nethradhama Hospital Pvt Ltd 
Rajajinagar",BANGALORE,KARNATAKA,4.8,1527.0,"XHX2+29 Bengaluru, Karnataka",12.9975625,77.5483679,3.4100576988012845
Nu Hospitals Pvt Ltd,BANGALORE,KARNATAKA,4.8,4363.0,"WH94+69 Bengaluru, Karnataka",12.9180625,77.5533679,3.907965131784503
Omega Multispeciality Hospital,BANGALORE,KARNATAKA,4.6,1810.0,"4H2J+3H Bengaluru, Karnataka",13.1001875,77.5788679,3.342377293732042
PD Hinduja Sindhi Hospital,BANGALORE,KARNATAKA,3.7,725.0,"XH7V+Q3 Bengaluru, Karnataka",12.9644375,77.5901179,2.340724508119203
Panacea Hospital Nagarbhavi,BANGALORE,KARNATAKA,4.1,228.5,,13.0288125,77.5368679,2.134461682575174
People Tree Hospitals,BANGALORE,KARNATAKA,4.5,4337.0,"2GHQ+GQ Bengaluru, Karnataka",13.0288125,77.5368679,3.656777200000456
Sree Saiprasad Multispeciality Hospital,BANGALORE,KARNATAKA,3.6,54.0,"3HXG+9X Bengaluru, Karnataka",13.0984375,77.5748679,1.357461600235456
Prasad Hospital (Bangalore),Bangalore,KARNATAKA,4.2,155.0,"3GRP+F6 Bengaluru, Karnataka",13.0911875,77.5329929,2.0279259659751534
Pristine Hospital(Bangalore),BANGALORE,KARNATAKA,4.2,466.0,"XGXV+67 Bengaluru, Karnataka",12.9980625,77.5406179,2.4831251619726813
Pro Care Hospital,BANGALORE,KARNATAKA,5.0,2.0,"2MC2+3J Bengaluru, Karnataka",13.0201875,77.6489929,0.47444692344711425
Prolife Multispeciality Hospital,BANGALORE,KARNATAKA,4.5,1032.0,"3H7V+XF Bengaluru, Karnataka",13.0649375,77.5911179,3.018510342640907
Punya Hospital,BANGALORE,KARNATAKA,4.3,1141.0,"XGPP+CX Bengaluru, Karnataka",12.9860625,77.5348679,2.923945981590352
Punya Hospital India Pvt Ltd,BANGALORE,KARNATAKA,4.3,1141.0,"XGPP+CX Bengaluru, Karnataka",12.9860625,77.5348679,2.923945981590352
"Rajarajeswari Medical College And 
Hospital(Bfangalore)",Bangalore,KARNATAKA,4.0,2267.0,"VFV7+H7 Kambipura, Karnataka",12.8939375,77.4606179,2.986446404502339
Rajashri Grandhim Speciality Hospital,BANGALORE,KARNATAKA,4.3,458.0,"VJW5+52 Bengaluru, Karnataka",12.8954375,77.6049929,2.5365343116865366
Rajnandini Hospital,Bangalore,KARNATAKA,2.3,103.0,"VHMC+R3 Bengaluru, Karnataka",12.8845625,77.5676179,0.9873566968097607
"Raksha Multispeciality 
Hospital(Bangalore)",BANGALORE,KARNATAKA,3.7,121.0,"2G9R+RR Bengaluru, Karnataka",13.0195625,77.5394929,1.6884415276895555
Rangadore Memorial Hospital,BANGALORE,KARNATAKA,3.6,967.0,"XH3C+CC Bengaluru, Karnataka",12.9535625,77.5684929,2.3779791867638043
Regal Hospital,Bangalore,KARNATAKA,4.4,1614.0,"3JMM+8X Bengaluru, Karnataka",13.0833125,77.6323679,3.144260389412049
Republic Hospital,Bangalore,KARNATAKA,3.3,46.0,"XH7X+J7 Bengaluru, Karnataka",12.9640625,77.5956179,1.1873582317002
S. K. Hospital,Bangalore,KARNATAKA,3.3,100.0,"XG49+W9 Bengaluru, Karnataka",12.9573125,77.5158679,1.4368832828936327
S.G. Hospital,Bangalore,KARNATAKA,3.9,32.0,"WGHW+28 Bengaluru, Karnataka",12.9275625,77.5432429,1.2793721746572415
Sagar Chandramma Hospital,BANGALORE,KARNATAKA,3.7,312.0,"WHXF+FV Bengaluru, Karnataka",12.9486875,77.5721179,2.033022069121961
Sagar Hospital ( Banagalore ),BANGALORE,KARNATAKA,4.4,3492.0,"WH57+6X Bengaluru, Karnataka",12.9080625,77.5623679,3.4797670208542066
Sahana Hospital,Bangalore,KARNATAKA,5.0,1.0,"2G8V+HC Bengaluru, Karnataka",13.0164375,77.5409929,0.2740561845970949
Sanjeevini Hospital(Bangalore),BANGALORE,KARNATAKA,4.5,2018.0,"2G6V+MH Bengaluru, Karnataka",13.0116875,77.5413679,3.316587754215203
Sarojini Hospital,BANGALORE,KARNATAKA,4.0,83.0,"2GR3+CV Bengaluru, Karnataka",13.0410625,77.5021179,1.6833400774710081
"Sathya Sai Orthopaedic And 
Multispeciality Hospital",BANGALORE,KARNATAKA,4.7,4761.0,"2PC7+J4 Bengaluru, Karnataka",13.0215625,77.7102429,3.865668951470888
Sevakshetra Hospital,Bangalore,KARNATAKA,3.3,354.0,"WHCC+JV Bengaluru, Karnataka",12.9215625,77.5696179,1.8469008176324258
Seventh-Day Adventist Hospital,Bangalore,KARNATAKA,3.8,514.0,"XJW6+6G Bengaluru, Karnataka",12.9955625,77.6087429,2.2768607523616584
Shanthi Hospital And Research Centre,BANGALORE,KARNATAKA,4.2,348.0,"WHCG+3V Bengaluru, Karnataka",12.9201875,77.5746179,2.36221012379732
Shekhar Hospital,BANGALORE,KARNATAKA,4.4,413.0,"WHW8+8X Bengaluru, Karnataka",12.9458125,77.5648679,2.552240206909286
Shirdi Sai Hospital Pvt Ltd,BANGALORE,KARNATAKA,3.2,212.0,"2HP7+WX Bengaluru, Karnataka",13.0373125,77.5623679,1.6272819598391572
Shiva Shakti Multispeciality Hospital,BANGALORE,KARNATAKA,3.3,78.0,"WFRV+97 Bengaluru, Karnataka",12.9409375,77.4906179,1.3567477866659068
Shreya Hospital(Bang),BANGALORE,KARNATAKA,4.1,726.0,"WFCM+H7 Bengaluru, Karnataka",12.9214375,77.4806179,2.601740560966067
Shushrusha Hospital,BANGALORE,KARNATAKA,4.0,622.0,"3HXX+V6 Bengaluru, Karnataka",13.0996875,77.5954929,2.475573729158214
Sita Bhateja Speciality Hospital,Bangalore,KARNATAKA,5.0,1.0,"XHMV+9V Bengaluru, Karnataka",12.9834375,77.5921179,0.2740561845970949
South City Hospital,BANGALORE,KARNATAKA,4.2,161.0,"WHXJ+V3 Bengaluru, Karnataka",12.9496875,77.5776179,2.0435938055215397
Sparsh Hospital (Bangalore),BANGALORE,KARNATAKA,4.1,228.5,,12.9833125,77.5922429,2.134461682575174
Sparsh Hospital For Advanced Surgeries,BANGALORE,KARNATAKA,4.7,675.0,"XHMV+8W Bengaluru, Karnataka",12.9833125,77.5922429,2.9587197052943472
"Sparsh Super Speciality Hospital 
Yeshwanthpur",BANGALORE,KARNATAKA,4.7,11513.0,"2GHV+35 Bengaluru, Karnataka",13.0276875,77.5403679,4.275836721502822
Sri Lakshmi Hospital,BANGALORE,KARNATAKA,4.5,570.0,,12.9466875,77.6578679,2.7548169612553473
Sree Venkateshwara Speciality Hospital,Bangalore,KARNATAKA,5.0,1.0,"WMW6+M5 Bengaluru, Karnataka",12.9466875,77.6578679,0.2740561845970949
"Sree Vijayalakshmi Hospital And Trauma 
Care Centre",Bangalore,KARNATAKA,3.8,92.0,"2JPR+X9 Bengaluru, Karnataka",13.0374375,77.6383679,1.6339780223851317
Sreenivasa Hospital,Bangalore,KARNATAKA,3.6,146.0,"XHFF+72 Bengaluru, Karnataka",12.9731875,77.5699929,1.7072892137082931
Sri Maruthi Hospital,BANGALORE,KARNATAKA,3.9,79.0,"XHVF+3M Bengaluru, Karnataka",12.9926875,77.5716179,1.6207353595081875
Sri Raghavendra Hospital,Bangalore,KARNATAKA,5.0,3.0,,13.0591875,77.5792429,0.6166264153434635
Sri Sai Krupa Hospital,Bangalore,KARNATAKA,4.5,98.0,"3H5J+MP Bengaluru, Karnataka",13.0591875,77.5792429,1.9754041581873008
Sri Sai Ram Hospital,BANGALORE,KARNATAKA,4.1,419.0,"VHV9+P8 Bengaluru, Karnataka",12.8943125,77.5657429,2.3793836540199877
"Sri Shankara Cancer Hospital And 
Research Centre",BANGALORE,KARNATAKA,4.1,1019.0,"XH3C+JF Bengaluru, Karnataka",12.9540625,77.5686179,2.738975683531637
Sri Srinivasa Hospital (Anekal),Bangalore,KARNATAKA,4.4,23.0,"PM5X+Q8 Anekal, Karnataka",12.7094375,77.6957429,1.313677016265961
Sri Venkateshwara Hospital (Bangalore),Bangalore,KARNATAKA,2.7,71.0,"WJR3+X2 Bengaluru, Karnataka",12.9424375,77.5999929,1.0728475748239426
Srinivasa Hospital (Hoskote Twon),Bangalore,KARNATAKA,3.0,122.0,"3QFP+J6 Hoskote, Karnataka",13.0740625,77.7829929,1.3584652314831709
St. Philomena'S Hospital,Bangalore,KARNATAKA,3.7,837.0,"XJ86+4C Bengaluru, Karnataka",12.9653125,77.6084929,2.3931945223877507
Suguna Hospital,BANGALORE,KARNATAKA,4.7,8150.0,"XHQ6+72 Bengaluru, Karnataka",13.0333125,77.5523679,4.1153632126343105
Sun Orthopaedic Hospital,BANGALORE,KARNATAKA,4.9,1848.0,"2HM3+8X Bengaluru, Karnataka",13.0333125,77.5523679,3.5748844213047293
"Svastha Hospital ( A Unit Of Jmp Health 
Care Llp)",BANGALORE,KARNATAKA,3.6,1660.0,,12.8806875,77.5817429,2.570113347987252
T.R.Hospital,Bangalore,KARNATAKA,2.7,110.0,"VHJM+7P Bengaluru, Karnataka",12.8806875,77.5817429,1.1883708438567921
The Life Plus Hospital,BANGALORE,KARNATAKA,4.6,1762.0,"XJGW+8R Bengaluru, Karnataka",12.9758125,77.6444929,3.330163381772248
Trinity Hospital And Heart Foudation,BANGALORE,KARNATAKA,4.0,351.0,"WHVH+CP Bengaluru, Karnataka",12.9758092,77.6059484,2.249845507114491
Udhbhava Hospital,Bangalore,KARNATAKA,2.8,220.0,"WGGX+7C Bengaluru, Karnataka",12.9256875,77.5459929,1.4255119568592622
V Care Hospital,Bangalore,KARNATAKA,2.9,627.0,"2H8W+9W Bengaluru, Karnataka",13.0159375,77.5947429,1.7782409711464449
V P Magnus Hospital-Bangalore,Bangalore,KARNATAKA,3.6,148.0,"3CR5+5F Nelamangala Town, Karnataka",13.0904375,77.4061179,1.7120979564639098
Vagus Superspeciality Hospital,BANGALORE,KARNATAKA,4.1,228.5,,12.9245625,77.6144929,2.134461682575174
Varalakshmi Hospital,Bangalore,KARNATAKA,4.2,285.0,"WJF8+RR Bengaluru, Karnataka",12.9245625,77.6144929,2.2795623194794423
Vasavi Hospital,BANGALORE,KARNATAKA,4.7,6622.0,"WH36+75 Bengaluru, Karnataka",12.9031875,77.5578679,4.018921924705011
Vijayanagar Hospital,BANGALORE,KARNATAKA,4.5,2027.0,"XGCP+MV Bengaluru, Karnataka",12.9716875,77.5346179,3.3185661204228567
Vijayashree Hospitals (Jigani),Bangalore,KARNATAKA,4.4,1044.0,"QJHV+HP Jigani, Karnataka",12.7789375,77.6417429,2.954932964667152
Vikram Hospital Bengaluru Pvt Ltd,BANGALORE,KARNATAKA,3.5,25.0,,12.9375625,77.5468679,1.0586474570478193
Vinayaka Hospital (Bangalore),BANGALORE,KARNATAKA,4.1,664.0,"WGQX+2Q Bengaluru, Karnataka",12.9375625,77.5468679,2.5656155574757635
Vivekananda Hospital(Bannerghatta),Bangalore,KARNATAKA,3.1,96.0,"WJ22+2G Bengaluru, Karnataka",12.9000625,77.5987429,1.3332648263081852
Yashomati Hospitals Pvt Ltd,BANGALORE,KARNATAKA,4.1,228.5,,13.0149375,77.6329929,2.134461682575174
"Zion Hospitals And Research Centre Pvt 
Ltd",Bangalore,KARNATAKA,3.7,697.0,"2J7P+X6 Bengaluru, Karnataka",13.0149375,77.6329929,2.3263401695559907
"Apollo Specialty Hospital(Apollo Hospitals 
Enterprises Ltd) Jayanagar",BANGALORE,KARNATAKA,4.7,10360.0,"WHPM+JP Bengaluru, Karnataka",12.9365625,77.5817429,4.226817554855364
"Apollo Hospital (A Unit Of Apollo Hospital 
Enterprises Ltd.)",BANGALORE,KARNATAKA,4.7,19353.0,"VHWX+G7 Bengaluru, Karnataka",12.8963125,77.5956179,4.517104855256798
Sri Ram Hospital,BANGALORE,KARNATAKA,4.7,1894.0,"2M5V+FH Bengaluru, Karnataka",13.0086875,77.6913679,3.4375905924338492
Gangothri Hospital,BANGALORE,KARNATAKA,2.1,230.0,"WJ87+HG Bengaluru, Karnataka",12.9164375,77.6112429,1.0611916558205268
Marvel Multispecialty Hospital,BANGALORE,KARNATAKA,4.2,1035.0,"WJGP+59 Bengaluru, Karnataka",12.9254375,77.6333679,2.8139126280728597
Sreenagar Hospital,BANGALORE,KARNATAKA,3.4,53.0,"WHV4+P4 Bengaluru, Karnataka",12.9443125,77.5527429,1.2720740887348885
HK Hospital,BANGALORE,KARNATAKA,4.0,147.0,"WF5H+C9 Bengaluru, Karnataka",12.9085625,77.4758679,1.907281236265681
Manjunath Hospital,BANGALORE,KARNATAKA,3.9,198.0,"WHXV+8H Bengaluru, Karnataka",12.9483125,77.5913679,1.9720285553894956
Manjushree Hospital,BANGALORE,KARNATAKA,4.4,129.0,"XJM6+2X Bengaluru, Karnataka",12.9825625,77.6098679,2.0484616164943525
Radhakrishna Multispeciality Hospital,BANGALORE,KARNATAKA,4.0,548.0,"WGRW+96 Bengaluru, Karnataka",12.9409375,77.5429929,2.4255787517849647
Life Care Hospital,BANGALORE,KARNATAKA,4.4,2044.0,"WJ97+P5 Bengaluru, Karnataka",12.9193125,77.6103679,3.2469282342977035
Vijayshree Hospital,BANGALORE,KARNATAKA,3.2,355.0,"VH5Q+4P Bengaluru, Karnataka",12.8578125,77.5867429,1.789747686452883
Vimalalaya Hospital,BANGALORE,KARNATAKA,3.3,566.0,"RMMJ+X4 Bengaluru, Karnataka",12.8349375,77.6777429,1.9996356210531003
Ayurvaid Hospitals,BANGALORE,KARNATAKA,4.6,759.0,"WJ8P+HG Bengaluru, Karnataka",12.9164375,77.6337429,2.94756578628966
Sri Lakshmi Multispecialty Hospital,BANGALORE,KARNATAKA,4.5,570.0,,12.9204375,77.5897429,2.7548169612553473
Mamatha Hospital,BANGALORE,KARNATAKA,3.0,85.0,"WHCR+5W Bengaluru, Karnataka",12.9204375,77.5897429,1.2523541537640583
Blossom Multispecialty Hospital,BANGALORE,KARNATAKA,3.4,8.0,"VMC5+5Q Bengaluru, Karnataka",12.8704375,77.6568679,0.669912872501814
Rajshekar Hospital,BANGALORE,KARNATAKA,4.2,951.0,"WH6H+CV Bengaluru, Karnataka",12.9110625,77.5771179,2.778808757521249
People Tree Hospitals (Raghavendra),BANGALORE,KARNATAKA,4.6,2239.0,"2GR8+X6 Bengaluru, Karnataka",13.0424375,77.5129929,3.439042120914687
Specialist Hospital,BANGALORE,KARNATAKA,4.4,6565.0,"2J8V+Q7 Bengaluru, Karnataka",13.0169375,77.6406179,3.7542624950140815
Krishna Hospital,BANGALORE,KARNATAKA,3.3,94.0,"VHJX+95 Bengaluru, Karnataka",12.8809375,77.5953679,1.4169063419834556
Neighbourhood Hospital Pvt Ltd,BANGALORE,KARNATAKA,3.6,490.0,"VHQJ+QR Bengaluru, Karnataka",12.8894375,77.5794929,2.136438228091449
Ramaiah Leena Hospital,BANGALORE,KARNATAKA,3.9,183.0,"6PV7+37 Devanahalli, Southegowdanahalli, Karnataka",13.2426875,77.7106179,1.9418176710011466
SSNMC Super Specialty Hospital,BANGALORE,KARNATAKA,4.1,228.5,,12.9853125,77.5777429,2.134461682575174
Tathagat Heart Care Centre And Hospital,BANGALORE,KARNATAKA,4.2,33.0,"XHPJ+44 Bengaluru, Karnataka",12.9853125,77.5777429,1.3954491421809185
Shettys Hospital,BANGALORE,KARNATAKA,3.8,95.0,"VJXC+8H Bengaluru, Karnataka",12.8983125,77.6188679,1.645903167580182
Family Hospital,BANGALORE,KARNATAKA,3.2,67.0,"2HJ5+W9 Bengaluru, Karnataka",13.0323125,77.5558679,1.2661314259704535
Astra Super Speciality Hospital,BANGALORE,KARNATAKA,4.8,8332.0,"VHR7+88 Bengaluru, Karnataka",12.8908125,77.5607429,4.214859236554027
NDR Hospital,BANGALORE,KARNATAKA,3.7,258.0,"3HWH+8P Bengaluru, Karnataka",13.0958125,77.5767429,1.963762653922742
Shreya Hospital,BANGALORE,KARNATAKA,4.1,726.0,"WFCM+H7 Bengaluru, Karnataka",12.9214375,77.4806179,2.601740560966067
Bhagwan Mahaveer Jain Hospital,BANGALORE,KARNATAKA,4.5,6220.0,"XHRW+J2 Bengaluru, Karnataka",12.9915625,77.5924929,3.8171359720626383
Rajmahal Vilas Hospital,BANGALORE,KARNATAKA,3.7,350.0,"2HJG+WQ Bengaluru, Karnataka",13.0323125,77.5743679,2.0749280675536075
Divakars Speciality Hospital,BANGALORE,KARNATAKA,4.6,813.0,"WH6R+2X Bengaluru, Karnataka",12.9100625,77.5898679,2.9787763411612986
AV Multispeciality Hospital,BANGALORE,KARNATAKA,3.9,580.0,"WGMR+3C Bengaluru, Karnataka",12.9326875,77.5384929,2.3850656167616813
R K Hospital,BANGALORE,KARNATAKA,4.0,766.0,"WHPM+H8 Bengaluru, Karnataka",12.9364375,77.5807429,2.5577890537907493
Hamilton Bailey Hospital,BANGALORE,KARNATAKA,4.0,161.0,"WJ2X+8F Bengaluru, Karnataka",12.9008125,77.6461179,1.9430172411562625
Abhayahasta Multispeciality Hospital,BANGALORE,KARNATAKA,3.6,1150.0,"XMPC+5X Bengaluru, Karnataka",12.9854375,77.6698679,2.4395946886534876
"Bangalore Surgical And Orthopaedic 
Hospital",BANGALORE,KARNATAKA,4.2,275.0,"2JCQ+MC Bengaluru, Karnataka",13.0216875,77.6359929,2.2647867929544256
Comfort Multispeciality Hospital,BANGALORE,KARNATAKA,3.5,642.0,"XMJH+MX Bengaluru, Karnataka",12.9816875,77.6773679,2.168494379539545
Janapriya Hospital,BANGALORE,KARNATAKA,3.3,257.0,"2J5V+JC Bengaluru, Karnataka",13.0090625,77.6409929,1.7427952136890077
"Kanva Multispeciality Hospital (Kanva Sri 
Sai Hospital)",BANGALORE,KARNATAKA,4.6,1263.0,"2G9Q+2P Bengaluru, Karnataka",13.0175625,77.5367429,3.178873018436705
Motherhood Hospital,BANGALORE,KARNATAKA,4.9,112.0,"3J7X+J5 Bengaluru, Karnataka",13.0640625,77.6453679,2.2211484291191046
Best Hospital,BANGALORE,KARNATAKA,4.6,4792.0,"XHQV+7P Bengaluru, Karnataka",12.9471867,77.591983,3.78491328682793
Aster RV Hospital,BANGALORE,KARNATAKA,4.8,13479.0,"WH6P+83 Bengaluru, Karnataka",12.9108125,77.5826179,4.443064487793136
Aaxis Hospital,BANGALORE,KARNATAKA,3.7,945.0,"2Q44+CP Bengaluru, Karnataka",13.0060625,77.7542429,2.437529466751254
Pavan Hospital,BANGALORE,KARNATAKA,4.2,200.0,"3HXW+6F Bengaluru, Karnataka",13.0980625,77.5936179,2.1331448902223564
Motherhood Hospital,BANGALORE,KARNATAKA,4.9,112.0,"3J7X+J5 Bengaluru, Karnataka",13.0640625,77.6453679,2.2211484291191046
HBS Hospital,BANGALORE,KARNATAKA,3.5,361.0,"XJQ3+PF Bengaluru, Karnataka",12.9893125,77.6011179,1.969741870643393
Athreya Hospital,BANGALORE,KARNATAKA,3.9,1114.0,"QPV4+RP Bengaluru, Karnataka",12.7945625,77.7042429,2.636353981000635
Pinnacle Hospital,BANGALORE,KARNATAKA,3.0,1.0,"WHFC+86 Bengaluru, Karnataka",12.9233125,77.5679929,0.13702809229854743
Prakriya Hospital,BANGALORE,KARNATAKA,4.4,3513.0,"2GW4+CJ Bengaluru, Karnataka",13.0460625,77.5039929,3.482373926451257
Chiraayu Hospital,BANGALORE,KARNATAKA,4.6,237.0,"2H5V+PX Bengaluru, Karnataka",13.0093125,77.5923679,2.419653133297504
Atreum Hospital,BANGALORE,KARNATAKA,4.7,2154.0,"WGJ8+X8 Bengaluru, Karnataka",12.9324375,77.5132429,3.497321350144858
Leelavatti Multispeciality Hospital,BANGALORE,KARNATAKA,4.0,185.0,"XH59+R4 Bengaluru, Karnataka",12.9595625,77.5652429,1.997639052694564
Mtb Orthopaedic And Trauma Hospital,BANGALORE,KARNATAKA,4.2,152.0,,12.9296875,77.5738679,2.019864577275901
Digvijaya Hospital,BANGALORE,KARNATAKA,3.6,96.0,"WHHG+VH Bengaluru, Karnataka",12.9296875,77.5738679,1.5593581928335816
Somayaji Hospital,BANTWAL,KARNATAKA,3.2,69.0,"V2JJ+XQ Mangaluru, Karnataka",12.8824375,75.0293679,1.2753002882024933
Arogya Chidren'S Hospital,Belgaum,KARNATAKA,3.2,71.0,"VG55+MJ Belagavi, Karnataka",15.8591875,74.5064929,1.2842108379671306
Arogya Women'S Hospital,Belgaum,KARNATAKA,4.9,86.0,"RGV5+J5 Belagavi, Karnataka",15.8440625,74.5053679,2.0945033811082663
"Kles Dr.Prabhakar Kore Hospital And 
Medical Research Centre.",Belgaum,KARNATAKA,3.7,1056.0,"VGQ9+7V Belagavi, Karnataka",15.8881875,74.5171179,2.478105825715323
Vijaya Hospital(Belgum),Belgaum,KARNATAKA,3.3,36.0,"VGF7+MP Belagavi, Karnataka",15.8741875,74.5117429,1.1093243572578573
Dakshata Hospital,BELGUAM,KARNATAKA,2.4,7.0,"RGM3+MP Belagavi, Karnataka",15.8341875,74.5017429,0.42478708612549704
Yash Hospital Critical Care Centre,BELGUAM,KARNATAKA,3.4,65.0,"VG29+X8 Belagavi, Karnataka",15.8524375,74.5157429,1.3395140058203472
"BHS Lakeview Heart & Super Speciality 
Hospital",BELGUAM,KARNATAKA,3.3,75.0,"RGR5+XV Belagavi, Karnataka",15.8424375,74.5071179,1.344119574028916
Venugram Hospital,BELGUAM,KARNATAKA,4.2,414.0,"RFGW+8X Belagavi, Karnataka",15.8258125,74.4948679,2.4341165785455603
"Belgaum College Road Multispeciality 
Hospital",BELGUAM,KARNATAKA,4.6,178.0,"VG65+V2 Belagavi, Karnataka",15.8621875,74.5049929,2.290119851716998
Jindal Sanjeevani Hospital,BELLARY,KARNATAKA,3.6,270.0,"5MW5+GH Shankar Hill Town, Karnataka",15.1963125,76.6563679,1.924952590507386
Sree Thirumala Hospital,Bellary,KARNATAKA,3.0,6.0,"5W5Q+G5 Ballari, Karnataka",15.1588125,76.9353679,0.5085156879124626
SR Multispeciality Hospital Subba Rao,BELLARY,KARNATAKA,4.3,218.0,"4WW3+JM Ballari, Karnataka",15.1588125,76.9353679,2.2220190672805775
Prayavi Hospital,Bidar,KARNATAKA,3.1,46.0,,17.9186875,77.5054929,1.1112447603153837
Sai Preet Bhalke Vydehi Hospital,BIDAR,KARNATAKA,3.8,189.0,"WG95+F6 Bidar, Karnataka",17.9186875,77.5054929,1.9023234125223218
"Shree Hospital Trauma Neuro And 
Critical Care",BIDAR,KARNATAKA,3.8,129.0,"WG96+P4 Bidar, Karnataka",17.9193125,77.5077429,1.759783117042949
R.K.Choudhary Hospital,Bijapur,KARNATAKA,3.8,124.0,"RPJH+4P Vijayapura, Karnataka",16.8303125,75.7267429,1.7450514044425776
"Shri Ganpatlal Agarwal Memorial Ayush 
Multispeciality Hospital And Research",Bijapur,KARNATAKA,3.9,193.0,"RP5G+9G Vijayapura, Karnataka",16.8084375,75.7237429,1.9622189927309874
"Yashodhara Super Specialty Hospital Pvt 
Ltd",BIJAPUR,KARNATAKA,3.5,35.0,"VPGC+42 Vijayapura, Karnataka",16.8753125,75.7174929,1.1712296343305855
Akki Hospital,BIJAPUR,KARNATAKA,3.4,36.0,,12.8980625,77.6181179,1.1450164300883763
Srushti Hospital,BINAGA,KARNATAKA,3.6,300.0,"VJXC+67 Bengaluru, Karnataka",12.8980625,77.6181179,1.9623129084834232
JSS Hospital,CHAMRAJNAGAR,KARNATAKA,3.1,95.0,,13.3116875,75.7674929,1.3300894703142296
Annapurna Hospital,CHICKMANGALORE,KARNATAKA,4.8,298.0,"8Q6C+M2 Chikkamagaluru, Karnataka",13.3116875,75.7674929,2.6360921789917513
Jeevan Hospital,CHICKMANGALORE,KARNATAKA,3.8,10.0,"H247+Q2 Kadur, Karnataka",13.5569375,76.0099929,0.8321606526151017
