Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude
G Madegowda Superspeciality Hospital,MANDYA,KARNATAKA,3.8,66.0,,,
Aj Hospital And Research Centre,MANGALORE,KARNATAKA,3.8,66.0,,,
Athena Hospital,MANGALORE,KARNATAKA,3.8,66.0,,,
"City Hospital Research And Diagnostic 
Centre",MANGALORE,KARNATAKA,3.8,66.0,,,
Father Muller Medical College Hospital,MANGALORE,KARNATAKA,3.8,66.0,,,
KMC Hospital (Attavar),MANGALORE,KARNATAKA,3.8,66.0,,,
KMC Hospital Mangalore,MANGALORE,KARNATAKA,3.8,66.0,,,
Tejasvini Hospital And Ssiot (Mangalore),MANGALORE,KARNATAKA,3.8,66.0,,,
Tara Hospital,MANGALORE,KARNATAKA,3.8,66.0,,,
Indira Hospital,MANGALORE,KARNATAKA,3.8,66.0,,,
Unity Hospital,MANGALORE,KARNATAKA,3.8,66.0,,,
Sorake Chandra Shekar Hospitals (SCS),MANGALORE,KARNATAKA,3.8,66.0,,,
JSS Hospital,MYSORE,KARNATAKA,,,,,
"Annapoorna Orthopaedic And Speciality 
Hospital",Mysore,KARNATAKA,5.0,13.0,,,
Basappa Memorial Hospital,Mysore,KARNATAKA,3.7,51.0,"8JCC+82 Mysuru, Karnataka",12.3208125,76.6174929
Apollo BGS Hospital(Mysore),MYSORE,KARNATAKA,4.9,35058.0,"7JWM+92 Mysuru, Karnataka",12.2959375,76.6299929
Bhanavi Hospital,MYSORE,KARNATAKA,4.2,950.0,"7JVG+4V Mysuru, Karnataka",12.2928125,76.6246179
"Bharath Hospital And Institute Of 
Oncology",MYSORE,KARNATAKA,4.7,1709.0,"9J35+75 Mysuru, Karnataka",12.3531875,76.6053679
Columbia Asia Hospitals(Mysore),MYSORE,KARNATAKA,4.7,6991.0,"8MX6+X3 Mysuru, Karnataka",12.3499375,76.6576179
"Gopala Gowda Shanthaveri Memorial 
Hospital( Nazarbad Medical Services Pvt 
L",MYSORE,KARNATAKA,4.4,607.0,,,
Holy Cross Hospital,MYSORE,KARNATAKA,3.9,530.0,"46HM+VG Kollegala, Karnataka",12.1296875,77.2312429
Kamakshi Hospital,MYSORE,KARNATAKA,3.0,445.0,"7JXF+WF Mysuru, Karnataka",12.2998125,76.6211179
Karuna Hospital(Mysore),Mysore,KARNATAKA,3.8,55.0,"7JHG+W4 Mysuru, Karnataka",12.2798125,76.6227429
"Narayana Hrudayalaya Surgical Hospital 
Pvt Ltd",MYSORE,KARNATAKA,4.9,31230.0,"8MWF+36 Mysuru, Karnataka",12.3451875,76.6704929
New Priyadarshini Hospital,Mysore,KARNATAKA,4.3,79.0,"8JRM+R8 Mysuru, Karnataka",12.3420625,76.6307429
River View Hospital,Mysore,KARNATAKA,,,"8JW9+GF Mysuru, Karnataka",12.3463125,76.6161179
St Joseph'S Hospital(Mysore),Mysore,KARNATAKA,4.2,370.0,,,
Vidyaranya Hospital Pvt Ltd,Mysore,KARNATAKA,3.4,63.0,"7JQX+FR Mysuru, Karnataka",12.2886875,76.6469929
Shakthi Hill View Hospital,MYSORE,KARNATAKA,3.8,58.0,"8M2V+J8 Mysuru, Karnataka",12.3015625,76.6907429
Chandrakala Hospital,MYSORE,KARNATAKA,2.8,134.0,"8JG9+7R Mysuru, Karnataka",12.3256875,76.6169929
Sigma Hospital,MYSORE,KARNATAKA,4.7,3196.0,"8J2F+4J Mysuru, Karnataka",12.3003125,76.6214929
Sundargiri Hospital,MYSORE,KARNATAKA,5.0,1.0,"4M9H+QX Nanjangud, Karnataka",12.1194375,76.6773679
Aishwarya Hospital,MYSORE,KARNATAKA,3.2,160.0,"8JF5+7P Mysuru, Karnataka",12.3231875,76.6067429
Brindavan Hospital,MYSORE,KARNATAKA,4.2,879.0,"8JFG+6Q Mysuru, Karnataka",12.3230625,76.6243679
Amrita Kripa Hospital,MYSORE,KARNATAKA,4.1,83.0,"7HRM+X4 Mysuru, Karnataka",12.2924375,76.5802429
Krishna Hospital,NANJANGUD,KARNATAKA,4.8,938.0,"4M8G+HW Nanjangud, Karnataka",12.1164375,76.6747429
Arogya Bharthi Hospital Karnataka,NELAMANGALA,KARNATAKA,3.1,24.0,,,
Chetana Hospital,PUTTUR,KARNATAKA,2.6,14.0,,,
Abhi Hospital,Ramanagra,KARNATAKA,4.5,20.0,"Q72M+3P Hallimala, Karnataka",12.7501875,77.2817429
Bgs Global Hospital(Ramanagara),Ramanagra,KARNATAKA,4.5,63.0,"P7JH+89 Rayaradoddi, Karnataka",12.7308125,77.2758679
Nayana Hospital (Shimoga),SHIMOGA,KARNATAKA,3.7,57.0,"RPW4+HQ Bhadravathi, Karnataka",13.8464375,75.7043679
Sri Basaveswara Hospital,SHIMOGA,KARNATAKA,4.9,598.0,"WHPF+Q9 Shivamogga, Karnataka",13.9369375,75.5708679
Subbaiah Hospital,SHIMOGA,KARNATAKA,2.8,47.0,,,
"Subbaiah Medical College Hospital And 
Research Centre (Shivamogga)",Shimoga,KARNATAKA,3.6,43.0,"WJM8+8J Shivamogga, Karnataka",13.9333125,75.6139929
Maax Super Speciality Hospital,SHIMOGA,KARNATAKA,3.9,1438.0,"WHQC+6M Shivamogga, Karnataka",13.9380625,75.5691179
Ashoka Sanjeevini Hospital,SHIMOGA,KARNATAKA,4.4,432.0,"WHMM+23 Shivamogga, Karnataka",13.9325625,75.5801179
Marikamba Hospital,SIRSI,KARNATAKA,3.1,36.0,,,
Melige Hospital,TIRTHAHALLI,KARNATAKA,3.6,46.0,,,
Bharathi Hospital,TUMKUR,KARNATAKA,4.2,113.0,"84Q5+VX Tumakuru, Karnataka",13.3396875,77.1073679
Charaka Hospital,Tumkur,KARNATAKA,4.3,24.0,"84P8+WV Tumakuru, Karnataka",13.3373125,77.1146179
Doddamane Hospital,Tumkur,KARNATAKA,,84.0,"84Q6+V9 Tumakuru, Karnataka",13.3396875,77.1083679
Dr K Narasimhaiah Hospital,TUMKUR,KARNATAKA,4.1,28.0,"83PW+GV Tumakuru, Karnataka",13.3363125,77.0946179
Dr. Thammaiah Hospital,Tumkur,KARNATAKA,3.3,27.0,,,
Kasturba Hospital Tumkur,TUMKUR,KARNATAKA,4.8,803.0,"84J7+W5 Tumakuru, Karnataka",13.3323125,77.1103679
Shridevi Hospital,TUMKUR,KARNATAKA,3.4,78.0,"84Q3+PR Tumakuru, Karnataka",13.3393125,77.1019929
Vijaya Hospital (Kunigal Road),TUMKUR,KARNATAKA,2.5,19.0,"83MW+29 Tumakuru, Karnataka",13.3325625,77.0933679
Vinayaka Hospital Tumkur,TUMKUR,KARNATAKA,4.6,1043.0,"84P9+Q5 Tumakuru, Karnataka",13.3369375,77.1153679
Sree Siddaganga Hospitals Pvt Ltd,TUMKUR,KARNATAKA,4.0,884.0,"84Q8+72 Tumakuru, Karnataka",13.3381875,77.1124929
MM Multispecialty Hospital,TUMKUR,KARNATAKA,4.3,126.0,,,
B Siddaramanna Hospital,TUMKUR,KARNATAKA,3.7,45.0,"84P2+5M Tumakuru, Karnataka",13.3354375,77.0991179
Surya Hospital,TUMKUR,KARNATAKA,4.0,51.0,"83RW+8R Tumakuru, Karnataka",13.3408125,77.0944929
THS Superspeciality Hospital,TUMKUR,KARNATAKA,3.1,105.0,"83RV+VQ Tumakuru, Karnataka",,
Aruna Hospital Tumkur,TUMKUR,KARNATAKA,4.2,406.0,"84P5+XF Tumakuru, Karnataka",13.3374375,77.1061179
Sukrutha Hospital,TUMKUR,KARNATAKA,4.7,18.0,"848G+VR Tumakuru, Karnataka",13.3171875,77.1244929
Nandi Hospital,TUMKUR,KARNATAKA,,,,,
Madilu Hospital,TUMKUR,KARNATAKA,3.0,117.0,"84Q6+XC Tumakuru, Karnataka",13.3399375,77.1084929
Sarvodaya Multi Speciality Hospital,TUMKUR,KARNATAKA,3.3,13.0,,,
Adarsha Hospital,UDUPI,KARNATAKA,4.5,3784.0,"8PRW+2X Udupi, Karnataka",13.3400625,74.7448679
City Hospital ( Udupi),UDUPI,KARNATAKA,4.0,161.0,"8PQW+MH Udupi, Karnataka",13.3391875,74.7438679
"Hitech Medicare Hospitaland Research 
Centre",UDUPI,KARNATAKA,4.5,1290.0,"8PQP+4R Udupi, Karnataka",13.3378125,74.7344929
Kasturba Hospital (Udipi),Udupi,KARNATAKA,3.7,1715.0,"9Q3Q+6M Manipal, Karnataka",13.3530625,74.7866179
Mitra Hospital,UDUPI,KARNATAKA,3.7,111.0,,,
Vinaya Hospital,UDUPI,KARNATAKA,3.4,81.0,"JMHR+79 Kundapura, Karnataka",13.6281875,74.6883679
Karothukuzhi Hospital Pvt Ltd,Aluva,KERALA,3.4,265.0,"4942+4C Aluva, Kerala",10.1053125,76.3484929
National Hospital (Calicut),CALICUT,KERALA,3.9,592.0,"7Q5J+HF Kozhikode, Kerala",11.2589375,75.7786179
Pvs Hospital,CALICUT,KERALA,3.9,1047.0,"6QVM+36 Kozhikode, Kerala",11.2426875,75.7804929
Meitra Hospital,CALICUT,KERALA,4.5,4031.0,"8Q2G+P3 Kozhikode, Kerala",11.3018125,75.7726179
Koyas Hospital,CALICUT,KERALA,3.3,289.0,"5RPH+XV Cheruvannur, Kerala",11.1874375,75.8271179
PS Mission Hospital,COCHIN,KERALA,4.0,511.0,"W8QF+43 Kochi, Kerala",9.9378125,76.3201179
"Bharath Rural Hospital And Trining 
Centre",ERNAKULAM,KERALA,3.6,40.0,,,
Lakeshore Hospital And Research Centre,ERNAKULAM,KERALA,4.5,6400.0,"W899+HH Kochi, Kerala",9.9189375,76.3163679
"Muvattupuzha Co-Operative Super 
Specialty Hospital & Research Centre 
LTD",ERNAKULAM,KERALA,3.7,149.0,"XHRQ+W8 Muvattupuzha, Kerala",9.9923125,76.5857429
Cimar Cochin Hospital,ERNAKULAM,KERALA,4.5,687.0,"372W+HM Kochi, Kerala",10.0514375,76.2941179
City Hospital,ERNAKULAM,KERALA,4.1,400.0,"X7JM+G9 Ernakulam, Kerala",9.9813125,76.2808679
Tellicherry Co-Operative Hospital,KANNUR,KERALA,3.3,483.0,"QF7H+HV Thalassery, Kerala",11.7639375,75.4771179
Ashoka Hospital,KANNUR,KERALA,2.8,47.0,"V9HF+2W Kannur, Kerala",11.8775625,75.3722429
Dhanalakshmi Hospitals Pvt.Ltd,KANNUR,KERALA,2.8,427.0,"V9GJ+WW Kannur, Kerala",11.8773125,75.3797429
Indira Gandhi Co-Operative Hospital,KANNUR,KERALA,3.7,827.0,"PGW4+QC Thalassery, Kerala",11.7469375,75.5034929
Chaithanya Ent Hospital,KOCHI,KERALA,4.5,204.0,"X78W+GQ Kochi, Kerala",9.9663125,76.2943679
Gautham Hospital,KOCHI,KERALA,4.6,1719.0,"W7W4+RC Kochi, Kerala",9.9470625,76.2534929
Krishna Hospital ( Cochin),KOCHI,KERALA,3.6,203.0,"X7GP+24 Ernakulam, Kerala",9.9750625,76.2827429
Rajagiri Hospital Kochi,KOCHI,KERALA,4.7,15543.0,"39QQ+27 Kochi, Kerala",10.0875625,76.3856179
Specialists Hospital,KOCHI,KERALA,4.3,524.0,"X7RP+58 Kochi, Kerala",9.9904375,76.2832429
VG Saraf Memorial Hospital,KOCHI,KERALA,4.3,301.0,"X76Q+J4 Kochi, Kerala",9.9615625,76.2852429
Indira Gandhi Co-Operative Hospital,KOCHI,KERALA,4.0,873.0,"X79X+CF Kochi, Kerala",9.9685625,76.2961179
Lisie Hospital,KOCHI,KERALA,3.6,2345.0,"X7QQ+F6 Ernakulam, Kerala",9.9886875,76.2854929
Jacobs Hospital,KOCHI,KERALA,3.7,133.0,"W7P4+J6 Kochi, Kerala",9.9365625,76.2529929
Kinder Multispeciality Hospital,KOCHI,KERALA,4.6,6027.0,"28Q8+8P Kochi, Kerala",10.0383125,76.3142429
Dr Nairs Hospital,KOLLAM,KERALA,3.9,360.0,"VHWX+3H Kollam, Kerala",8.8951875,76.5963679
Kims Kollam Multi Specialtiy Hospital,KOLLAM,KERALA,4.0,890.0,"VM7J+VG Kottiyam, Kerala",8.8646875,76.6787429
Upasana Hospital,KOLLAM,KERALA,3.3,221.0,"VHQW+8P Kollam, Kerala",8.8883125,76.5942429
Mitera Hospital,KOTTAYAM,KERALA,4.2,478.0,"JGXW+4X Ettumanoor, Kerala",9.6478125,76.5448679
Kims Multispeciality Hospital (Kottayam),KOTTAYAM,KERALA,4.2,1120.0,"JGF9+F5 Kudamaloor, Kerala",9.6236875,76.5153679
Asten Specialty Orthopaedic Hospital,KOZHIKODE,KERALA,4.3,537.0,"6VJ2+MH Pantheeramkavu, Kerala",11.2316875,75.8488679
Baby Memorial Hospital,KOZHIKODE,KERALA,4.2,3523.0,"7Q6V+22 Kozhikode, Kerala",,
Starcare Hospital Kozhikode Pvt Ltd,KOZHIKODE,KERALA,,,,,
Moulana Hospital,MALLAPURAM,KERALA,4.0,1154.0,"X6HG+VC Perinthalmanna, Kerala",10.9796875,76.2234929
"Korambayil Hospital And Diagnostic 
Centre Pvt Ltd",MANJERI,KERALA,3.2,304.0,"44FG+48 Manjeri, Kerala",,
Ahalia Diabets Hospital,Palakkad,KERALA,4.3,246.0,"QRRH+P2 Kozhippara, Kerala",10.7918125,76.8249929
"Ananthapuri Hospitals And Research 
Institute","THIRUVANANTHAP
URAM",KERALA,4.1,1787.0,"FWPG+JW Thiruvananthapuram, Kerala",8.4865625,76.9247429
Medicare Hospital,Thrissur,KERALA,4.3,464.0,"6652+3V Kodungallur, Kerala",10.2076875,76.1996179
Daya General Hospital Limited,TRICHUR,KERALA,4.5,3573.0,"G6W7+CR Thrissur, Kerala",10.5460625,76.2119929
"Gem Hospital And Research Centre 
(Thrissur)",TRICHUR,KERALA,4.4,377.0,"G6CP+5Q Thrissur, Kerala",10.5204375,76.2343679
Craft Hospital And Research Centre,TRICHUR,KERALA,4.7,2809.0,"65MV+P9 Kodungallur, Kerala",10.2343125,76.1908679
"Kims Multispeciality Hospital 
(Trivandrum)",TRIVANDRUM,KERALA,4.2,6584.0,"GW75+FP Thiruvananthapuram, Kerala",8.5136875,76.9067429
"India Hospital(Unit Of Manhattan 
Hospital Pvt Ltd)",TRIVANDRUM,KERALA,4.4,154.0,"FXV2+4G Thiruvananthapuram, Kerala",8.4928125,76.9487429
KJ Medical Trust Hospital,WAYANAND,KERALA,3.7,77.0,"J3JQ+3H Kalpetta, Kerala",11.6301875,76.0863679
Asg Hospital Pvt Ltd (Bhopal),BHOPAL,MADHYA PRADESH,4.9,9789.0,"6CJJ+69 Bhopal, Madhya Pradesh",23.2305625,77.4283679
Bansal Hospital,BHOPAL,MADHYA PRADESH,3.8,2237.0,"5CX9+QX Bhopal, Madhya Pradesh",23.1994375,77.4173679
B.S.Sacklecha Hospital,Bhopal,MADHYA PRADESH,3.7,42.0,"5FF6+66 Bhopal, Madhya Pradesh",23.1730625,77.4579929
Galaxy Hospital,Bhopal,MADHYA PRADESH,4.8,741.0,"5CCC+HW Bhopal, Madhya Pradesh",23.1714375,77.4197429
"Ganga Multispeciality Hospital And 
Maternity Home",BHOPAL,MADHYA PRADESH,3.6,22.0,"4G45+7R Bhopal, Madhya Pradesh",23.1056875,77.5069929
Gayatri Hospital And Trauma Centre,Bhopal,MADHYA PRADESH,4.0,152.0,"6FXQ+J8 Bhopal, Madhya Pradesh",23.2490625,77.4857429
Noble Multi Speciality Hospital (Bhopal),Bhopal,MADHYA PRADESH,4.3,949.0,"5F6C+H9 Bhopal, Madhya Pradesh",23.1614375,77.4683679
RJN Apollo Spectra Hospitals,GWALIOR,MADHYA PRADESH,4.7,6457.0,"659C+WH Gwalior, Madhya Pradesh",26.2198125,78.1688679
Bimr Hospitals,GWALIOR,MADHYA PRADESH,3.6,758.0,"66P9+49 Gwalior, Madhya Pradesh",26.2353125,78.2158679
Mansarovar Care Hospital,GWALIOR,MADHYA PRADESH,3.3,6.0,,,
Bhandari Hospital And Research Centre,INDORE,MADHYA PRADESH,4.7,3467.0,"QV3Q+3J Indore, Madhya Pradesh",22.7526875,75.8864929
Bombay Hospital Indore,INDORE,MADHYA PRADESH,3.1,1367.0,"QW33+RC Indore, Madhya Pradesh",22.7545625,75.9009929
Barod Hospital,INDORE,MADHYA PRADESH,2.6,128.0,"QV4H+F8 Indore, Madhya Pradesh",22.7561875,75.8757429
Apollo Rajshree Hospital Pvt Ltd,INDORE,MADHYA PRADESH,4.4,19.0,"QV5M+4R Indore, Madhya Pradesh",22.7578125,75.8819929
"Anand Hospital And Reserach Centre 
Pvt.Ltd(Indore)",INDORE,MADHYA PRADESH,4.2,290.0,"PV36+6H Indore, Madhya Pradesh",22.7030625,75.8588679
"Apple Indore Hospital And Research 
Centre",INDORE,MADHYA PRADESH,4.3,1877.0,"MVV8+HJ Indore, Madhya Pradesh",22.6939375,75.8639929
Convenient Hospitals Ltd,INDORE,MADHYA PRADESH,4.4,4684.0,"PVJQ+WP Indore, Madhya Pradesh",22.7323125,75.8867429
Curewell Hospital Pvt Ltd,INDORE,MADHYA PRADESH,3.2,118.0,"PVGJ+JR Indore, Madhya Pradesh",22.7265625,75.8794929
"Eureka Hospital And Research Centre Pvt 
Ltd",INDORE,MADHYA PRADESH,4.1,502.0,"PVFW+4G Indore, Madhya Pradesh",22.7265625,75.8794929
Greater Kailash Hospital,INDORE,MADHYA PRADESH,3.1,204.0,"PVGQ+3Q New Palasia, Indore, Madhya Pradesh",22.7251875,75.8868679
Global Sng Hospital,INDORE,MADHYA PRADESH,4.1,185.0,"PVCJ+4J Indore, Madhya Pradesh",22.7203125,75.8789929
Gokuldas Hospital And Research Centre,INDORE,MADHYA PRADESH,3.6,425.0,"PV8G+JC Indore, Madhya Pradesh",22.7165625,75.8734929
Life Care Hospital Indore,INDORE,MADHYA PRADESH,4.4,856.0,"QV6M+WJ Indore, Madhya Pradesh",22.7623125,75.8814929
Mayur Hospital And Research Centre,INDORE,MADHYA PRADESH,3.0,183.0,"PWF4+W9 Indore, Madhya Pradesh",,
Medi Square Super Speciality Hospital,INDORE,MADHYA PRADESH,4.6,657.0,"MVR7+6V Indore, Madhya Pradesh",22.6905625,75.8621179
Mohak HiTech Speciality Hospital,INDORE,MADHYA PRADESH,4.1,164.0,"QRXV+FX Bhawrasla, Indore, Madhya Pradesh",22.7986875,75.8423679
Noble Hospital And Intensive Care Unit,INDORE,MADHYA PRADESH,4.4,387.0,"MWRJ+27 Indore, Madhya Pradesh",22.6900625,75.9281179
Sahaj Hospitals Pvt Ltd,INDORE,MADHYA PRADESH,4.6,543.0,"PV8G+P7 Indore, Madhya Pradesh",22.7168125,75.8731179
Shalby Hospital Ltd. ( Indore ),INDORE,MADHYA PRADESH,4.7,11456.0,"PVHH+MM Indore, Madhya Pradesh",22.7291875,75.8766179
Synergy Hospital,INDORE,MADHYA PRADESH,4.2,332.0,"QV5Q+CH Indore, Madhya Pradesh",22.7585625,75.8863679
"Vedant Hospital(Vedant Medicare 
Pvt.Ltd)",INDORE,MADHYA PRADESH,2.9,90.0,"PV26+XQ Indore, Madhya Pradesh",22.7024375,75.8593679
Retina Speciality Hospital,INDORE,MADHYA PRADESH,4.6,1599.0,"PVXW+8M Indore, Madhya Pradesh",22.7483125,75.8941179
"Metro Hospital And Cancer Research 
Center",JABALPUR,MADHYA PRADESH,2.9,14.0,"5WPH+WC Jabalpur, Madhya Pradesh",23.1873125,79.9259929
Life Medicity Hospital,JABALPUR,MADHYA PRADESH,4.1,350.0,"5WGF+GV Jabalpur, Madhya Pradesh",23.1763125,79.9221179
Mewar Hospital Pvt Ltd (Mandsaur),MANDSAUR,MADHYA PRADESH,4.5,38.0,"339F+HP Mandsaur, Madhya Pradesh",24.0689375,75.0717429
Mewar Hospital Pvt Ltd(Shehdol),SHAHDOL,MADHYA PRADESH,4.6,130.0,"79WC+5C Shahdol, Madhya Pradesh",,
Mewar Hospital Pvt Ltd (Dhar),UJJAIN,MADHYA PRADESH,4.5,38.0,"339F+HP Mandsaur, Madhya Pradesh",24.0689375,75.0717429
Mewar Hospital Pvt Ltd (Ujjain),UJJAIN,MADHYA PRADESH,3.9,38.0,"5QGR+CV Ujjain, Madhya Pradesh",23.1760625,75.7896179
Aarogyam Agrawal Hospital,AHMEDNAGAR,MAHARASHTRA,2.9,181.0,"4P7J+FQ Ahmednagar, Maharashtra",19.1136875,74.7293679
Balaji Paediatric And Dental Hospital,AHMEDNAGAR,MAHARASHTRA,4.0,70.0,"3PVP+HJ Ahmednagar, Maharashtra",19.0939375,74.7339929
"Advanced ENT & Multispeciality Hospital 
Pvt Ltd",AURANGABAD,MAHARASHTRA,3.8,126.0,"V982+R2 Chhatrapati Sambhajinagar (Aurangabad), Maharashtra",19.8670625,75.3474929
Apex Superspeciality Hospital,Aurangabad,MAHARASHTRA,3.7,322.0,"V8JW+FV Chhatrapati Sambhajinagar (Aurangabad), Maharashtra",19.8811875,75.3446179
Sanjeevani Childrens Hospital,Aurangabad,MAHARASHTRA,4.3,118.0,"V8FP+WC Chhatrapati Sambhajinagar (Aurangabad), Maharashtra",19.8748125,75.3334929
Giriraj Hospital,Baramati,MAHARASHTRA,,,,,
Bhatwal Surgical And Maternity Hospital,DHULE,MAHARASHTRA,5.0,3.0,"VQPC+CW Dhule, Maharashtra",20.8860625,74.7697429
Bhirud Hospital,JALGAON,MAHARASHTRA,,,,,
Ruby Hospital & Critical Care,JALGAON,MAHARASHTRA,3.6,46.0,"2H35+2F Jalgaon, Maharashtra",21.0025625,75.5561179
Warkad Hospital,JALNA,MAHARASHTRA,4.1,88.0,"VV5Q+F9 Jalna, Maharashtra",19.8586875,75.8858679
Shri Samarth Hospital,JALNA,MAHARASHTRA,4.8,120.0,"RVRQ+H7 Jalna, Maharashtra",19.8414375,75.8856179
The Kalyan Hospital,KALYAN,MAHARASHTRA,,,,,
City Criticare Hospital,KALYAN,MAHARASHTRA,3.9,255.0,"64RV+9Q Kalyan, Maharashtra",19.2409375,73.1418679
"Dr CB Vaidya Memorial Hospital(M/S S S 
Vaidhya Health Care Centre)",KALYAN,MAHARASHTRA,3.2,73.0,,,
Shivam Hospital (Dombivili),KALYAN,MAHARASHTRA,,,,,
Spectrum Hospital(Thane),KALYAN,MAHARASHTRA,3.0,1.0,"64WH+53 Mumbai, Maharashtra",19.2454375,73.1251179
Star City Multispeciality Hospital Pvt Ltd,KALYAN,MAHARASHTRA,3.2,51.0,"64FG+RF Kalyan East, Pisavli Village, Maharashtra",19.2245625,73.1236179
Saanvi Ent Hospital,KALYAN,MAHARASHTRA,4.2,162.0,"743P+7G Kalyan West, Kalyan, Maharashtra",19.2531875,73.1337429
Sai Swastik Multispeciality Hospital,KALYAN,MAHARASHTRA,3.6,36.0,"648R+Q5 Chinchpada Gaon, Kalyan, Maharashtra",19.2169375,73.1378679
"Shree Sadguru Krupa Accident Fracture 
Hospital",KALYAN,MAHARASHTRA,3.5,95.0,,,
Ankur Multispecialty Hospital,KALYAN,MAHARASHTRA,4.2,125.0,"64QR+P5 Kalyan, Maharashtra",19.2393125,73.1378679
Prathamesh Hospital,KALYAN,MAHARASHTRA,4.9,17.0,,,
Lifecare Hospital,KALYAN,MAHARASHTRA,3.4,18.0,"64FF+HP Kalyan, Maharashtra",19.2239375,73.1217429
Krishna Lila Hospital,KALYAN,MAHARASHTRA,4.3,92.0,"645M+FG Kalyan, Maharashtra",19.2086875,73.1312429
"Global Healthcare Orthopedics and 
Gynecology Hospital",Kamothe,MAHARASHTRA,,,,,
Aster Aadhar Hospital,KOLHAPUR,MAHARASHTRA,,,,,
"Rukade Fracture, Accident And 
Orthopaedic Hospital",Kolhapur,MAHARASHTRA,,,,,
Kokilaben Dhirubhai Ambani Hospital,MUMBAI,MAHARASHTRA,3.5,2699.0,"4RJG+G2 Mumbai, Maharashtra",19.1313125,72.8224929
Sarla Hospital And ICU,MUMBAI,MAHARASHTRA,4.1,115.0,"3RPP+8P Mumbai, Maharashtra",19.0858125,72.8342429
Criticare Hospital And Research Centre,MUMBAI,MAHARASHTRA,4.5,5432.0,"4V92+66 Mumbai, Maharashtra",19.1180625,72.8479929
Mallika Hospital,Mumbai,MAHARASHTRA,4.5,748.0,"4RPW+XM Mumbai, Maharashtra",19.1374375,72.8441179
National Hospital,MUMBAI,MAHARASHTRA,3.0,32.0,"6VJ6+GJ Mumbai, Maharashtra",19.2313125,72.8589929
"Bombay Hospital And Medical Research 
Centre",MUMBAI,MAHARASHTRA,3.9,1087.0,"WRRG+CX Mumbai, Maharashtra",18.9410625,72.8248679
Sl Raheja Fortis Hospital,MUMBAI,MAHARASHTRA,4.8,5697.0,"2RWV+G3 Mumbai, Maharashtra",19.0463125,72.8401179
Joy Hospital Pvt Ltd,MUMBAI,MAHARASHTRA,3.1,150.0,"3V4W+9W Mumbai, Maharashtra",19.0559375,72.8947429
"Sanjeevani Surgical And General Hospital 
( Malad )",MUMBAI,MAHARASHTRA,4.4,1377.0,"5VM3+R4 Mumbai, Maharashtra",19.1845625,72.8502429
Dhanwantry Hospital And Iccu,MUMBAI,MAHARASHTRA,4.7,6.0,"4WXH+37 Mumbai, Maharashtra",19.1476875,72.9256179
"Shree Sai Clinic And Late Parvati Shankar 
Rao Chavan Memorial Hospital",Mumbai,MAHARASHTRA,4.7,1071.0,"5R9V+8W Mumbai, Maharashtra",19.1683125,72.8422429
"Surana Sethia Hospital And Research 
Centre",Mumbai,MAHARASHTRA,4.5,2023.0,"3V3P+CR Mumbai, Maharashtra",19.0535625,72.8844929
Sumangal Hospital,Mumbai,MAHARASHTRA,4.3,76.0,"6R2H+R5 Mumbai, Maharashtra",19.2020625,72.8253679
Riddhi Siddhi Hospital Pvt Ltd,MUMBAI,MAHARASHTRA,3.6,58.0,"7VQ8+P6 Mira Bhayandar, Maharashtra",19.2893125,72.8629929
Hira Mongi Navneet Hospital,MUMBAI,MAHARASHTRA,4.1,934.0,"5XC2+C3 Mumbai, Maharashtra",,
Parakh Hospital,MUMBAI,MAHARASHTRA,,,,,
Sterling Wockhardt Hospital,MUMBAI,MAHARASHTRA,4.0,1.0,"3X9P+WW Navi Mumbai, Maharashtra",19.0698125,72.9847429
Bhatia General Hospital,MUMBAI,MAHARASHTRA,4.1,947.0,"XR87+78 Mumbai, Maharashtra",18.9656875,72.8107429
"Life Line Hospital And Medical Research 
Centre",MUMBAI,MAHARASHTRA,4.5,566.0,"5RRX+35 Mumbai, Maharashtra",19.1901875,72.8453679
Sanjeevani Hospital( Andheri),MUMBAI,MAHARASHTRA,4.5,324.0,"4R8X+Q2 Mumbai, Maharashtra",19.1169375,72.8449929
"Dr Voras Premature Care Unit And 
General Hospital",MUMBAI,MAHARASHTRA,4.6,35.0,"6R5R+5X Mumbai, Maharashtra",19.2079375,72.8398679
Sushrut Hospital And Research Centre,MUMBAI,MAHARASHTRA,4.3,1552.0,"3V4Q+JR Mumbai, Maharashtra",19.0565625,72.8869929
Kohinoor Hospital Pvt Ltd,MUMBAI,MAHARASHTRA,4.6,5034.0,"3VGP+CF Mumbai, Maharashtra",19.0760625,72.8836179
Dr Balabhai Nanavati Hospital,MUMBAI,MAHARASHTRA,4.2,2266.0,"3RWR+94 Mumbai, Maharashtra",19.0959375,72.8377429
Dr Das Hospital,MUMBAI,MAHARASHTRA,4.6,225.0,"3V5X+VW Mumbai, Maharashtra",19.0596875,72.8972429
Aditi Hospital,MUMBAI,MAHARASHTRA,4.8,2968.0,"5WCX+QC Mumbai, Maharashtra",19.1719375,72.9459929
The Childrens Hospital,MUMBAI,MAHARASHTRA,3.7,426.0,"5RRM+6X Mumbai, Maharashtra",19.1905625,72.8323679
Godrej Memorial Hospital,MUMBAI,MAHARASHTRA,4.0,700.0,"4W3G+GW Mumbai, Maharashtra",19.1038125,72.9247429
